Track 5 Song,Rating,,None Track 5 Song,Individual Rating,,Average Rating of Track 5 Song,Average Rating,,Song Title,Average Rating of None Track 5
My Tears Ricochet,10,,,,,,,,,
My Tears Ricochet,9,,,,,,,,,
My Tears Ricochet,9,,,,,,,,,
My Tears Ricochet,8,,,,,,,,,
My Tears Ricochet,8,,,,,,,,,
My Tears Ricochet,10,,,,,,,,,
My Tears Ricochet,6,,,,,,,,,
My Tears Ricochet,7,,,,,,,,,
My Tears Ricochet,7,,,,,,,,,
My Tears Ricochet,10,,,,,,,,,
My Tears Ricochet,8,,,,,,,,,
My Tears Ricochet,8,,,,,,,,,
My Tears Ricochet,10,,,,,,,,,
My Tears Ricochet,10,,,,,,,,,
My Tears Ricochet,10,,,,,,,,,
My Tears Ricochet,8,,,,,,,,,
Tolerate it,6,,,,,,,,,
Tolerate it,9,,,,,,,,,
Tolerate it,4,,,,,,,,,
Tolerate it,4,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,4,,,,,,,,,
Tolerate it,5,,,,,,,,,
Tolerate it,7,,,,,,,,,
Tolerate it,9,,,,,,,,,
Tolerate it,8,,,,,,,,,
Tolerate it,9,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,7,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,5,,,,,,,,,
Tolerate it,7,,,,,,,,,
Tolerate it,5,,,,,,,,,
Tolerate it,9,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,5,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,9,,,,,,,,,
Tolerate it,9,,,,,,,,,
Tolerate it,7,,,,,,,,,
Tolerate it,9,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,5,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,5,,,,,,,,,
Tolerate it,5,,,,,,,,,
Tolerate it,8,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,7,,,,,,,,,
Tolerate it,1,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,3,,,,,,,,,
Tolerate it,9,,,,,,,,,
Tolerate it,8,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,3,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,8,,,,,,,,,
Tolerate it,8,,,,,,,,,
Tolerate it,6,,,,,,,,,
Tolerate it,8,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,1,,,,,,,,,
Tolerate it,6,,,,,,,,,
Tolerate it,6,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,8,,,,,,,,,
Tolerate it,8,,,,,,,,,
Tolerate it,2,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,9,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,9,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,5,,,,,,,,,
Tolerate it,5,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,5,,,,,,,,,
Tolerate it,9,,,,,,,,,
Tolerate it,6,,,,,,,,,
Tolerate it,7,,,,,,,,,
Tolerate it,6,,,,,,,,,
Tolerate it,5,,,,,,,,,
Tolerate it,5,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,9,,,,,,,,,
Tolerate it,1,,,,,,,,,
Tolerate it,5,,,,,,,,,
Tolerate it,7,,,,,,,,,
Tolerate it,7,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,4,,,,,,,,,
Tolerate it,8,,,,,,,,,
Tolerate it,7,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,3,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,9,,,,,,,,,
Tolerate it,5,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,8,,,,,,,,,
Tolerate it,9,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,8,,,,,,,,,
Tolerate it,5,,,,,,,,,
Tolerate it,5,,,,,,,,,
Tolerate it,7,,,,,,,,,
Tolerate it,7,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,8,,,,,,,,,
Tolerate it,9,,,,,,,,,
Tolerate it,10,,,,,,,,,
Tolerate it,7,,,,,,,,,
Tolerate it,9,,,,,,,,,
You're On Your Own Kid,9,,,,,,,,,
You're On Your Own Kid,7,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,5,,,,,,,,,
You're On Your Own Kid,7,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,5,,,,,,,,,
You're On Your Own Kid,8,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,9,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,8,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,8,,,,,,,,,
You're On Your Own Kid,9,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,6,,,,,,,,,
You're On Your Own Kid,8,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,7,,,,,,,,,
You're On Your Own Kid,1,,,,,,,,,
You're On Your Own Kid,9,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,7,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,6,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,8,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,9,,,,,,,,,
You're On Your Own Kid,6,,,,,,,,,
You're On Your Own Kid,9,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,8,,,,,,,,,
You're On Your Own Kid,7,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,8,,,,,,,,,
You're On Your Own Kid,9,,,,,,,,,
You're On Your Own Kid,7,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,6,,,,,,,,,
You're On Your Own Kid,1,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,8,,,,,,,,,
You're On Your Own Kid,8,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,9,,,,,,,,,
You're On Your Own Kid,9,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,6,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,9,,,,,,,,,
You're On Your Own Kid,9,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,9,,,,,,,,,
You're On Your Own Kid,8,,,,,,,,,
You're On Your Own Kid,6,,,,,,,,,
You're On Your Own Kid,8,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,8,,,,,,,,,
You're On Your Own Kid,9,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,6,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,9,,,,,,,,,
You're On Your Own Kid,6,,,,,,,,,
You're On Your Own Kid,7,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,8,,,,,,,,,
You're On Your Own Kid,8,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,7,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,7,,,,,,,,,
You're On Your Own Kid,6,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,9,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,9,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,8,,,,,,,,,
You're On Your Own Kid,10,,,,,,,,,
You're On Your Own Kid,6,,,,,,,,,
All Too Well,9,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,10,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,9,,,,,,,,,
All Too Well,10,,,,,,,,,
All Too Well,10,,,,,,,,,
All Too Well,10,,,,,,,,,
All Too Well,10,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,9,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,8,,,,,,,,,
All Too Well,10,,,,,,,,,
All Too Well,10,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,9,,,,,,,,,
All Too Well,9,,,,,,,,,
All Too Well,8,,,,,,,,,
All Too Well,4,,,,,,,,,
All Too Well,5,,,,,,,,,
All Too Well,9,,,,,,,,,
All Too Well,8,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,4,,,,,,,,,
All Too Well,8,,,,,,,,,
All Too Well,10,,,,,,,,,
All Too Well,10,,,,,,,,,
All Too Well,8,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,9,,,,,,,,,
All Too Well,6,,,,,,,,,
All Too Well,8,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,6,,,,,,,,,
All Too Well,8,,,,,,,,,
All Too Well,10,,,,,,,,,
All Too Well,9,,,,,,,,,
All Too Well,8,,,,,,,,,
All Too Well,9,,,,,,,,,
All Too Well,10,,,,,,,,,
All Too Well,10,,,,,,,,,
All Too Well,8,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,9,,,,,,,,,
All Too Well,6,,,,,,,,,
All Too Well,8,,,,,,,,,
All Too Well,9,,,,,,,,,
All Too Well,4,,,,,,,,,
All Too Well,8,,,,,,,,,
All Too Well,10,,,,,,,,,
All Too Well,6,,,,,,,,,
All Too Well,8,,,,,,,,,
All Too Well,5,,,,,,,,,
All Too Well,8,,,,,,,,,
All Too Well,9,,,,,,,,,
All Too Well,8,,,,,,,,,
All Too Well,9,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,6,,,,,,,,,
All Too Well,6,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,8,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,5,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,10,,,,,,,,,
All Too Well,8,,,,,,,,,
All Too Well,9,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,9,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,9,,,,,,,,,
All Too Well,6,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,10,,,,,,,,,
All Too Well,3,,,,,,,,,
All Too Well,6,,,,,,,,,
All Too Well,8,,,,,,,,,
All Too Well,4,,,,,,,,,
All Too Well,8,,,,,,,,,
All Too Well,10,,,,,,,,,
All Too Well,6,,,,,,,,,
All Too Well,9,,,,,,,,,
All Too Well,9,,,,,,,,,
All Too Well,6,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,5,,,,,,,,,
All Too Well,5,,,,,,,,,
All Too Well,10,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,4,,,,,,,,,
All Too Well,6,,,,,,,,,
All Too Well,4,,,,,,,,,
All Too Well,10,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,6,,,,,,,,,
All Too Well,6,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,9,,,,,,,,,
All Too Well,5,,,,,,,,,
All Too Well,7,,,,,,,,,
All Too Well,4,,,,,,,,,
All Too Well,9,,,,,,,,,
All Too Well,8,,,,,,,,,
